player,session,session_date,score,flag
Player 12,Cardio,2021-09-30,4,Actual
Player 12,Cardio,2021-10-01,4,Carried Over
Player 12,Cardio,2021-10-04,4,Carried Over
Player 12,Cardio,2021-10-05,4,Carried Over
Player 12,Cardio,2021-10-06,3,Actual
Player 12,Cardio,2021-10-07,7,Actual
Player 12,Cardio,2021-10-08,7,Carried Over
Player 12,Cardio,2021-10-11,7,Carried Over
Player 12,Cardio,2021-10-12,7,Carried Over
Player 12,Cardio,2021-10-13,7,Carried Over
Player 12,Cardio,2021-10-14,7,Carried Over
Player 12,Cardio,2021-10-15,8,Actual
Player 12,Cardio,2021-10-18,8,Carried Over
Player 12,Cardio,2021-10-19,8,Carried Over
Player 12,Cardio,2021-10-20,8,Carried Over
Player 12,Cardio,2021-10-21,4,Actual
Player 12,Cardio,2021-10-22,3,Actual
Player 12,Cardio,2021-10-25,3,Carried Over
Player 12,Cardio,2021-10-26,3,Carried Over
Player 12,Cardio,2021-10-27,10,Actual
Player 12,Cardio,2021-10-28,10,Carried Over
Player 12,Cardio,2021-10-29,6,Actual
Player 12,Cardio,2021-11-01,6,Carried Over
Player 12,Cardio,2021-11-02,6,Carried Over
Player 12,Cardio,2021-11-03,9,Actual
Player 12,Cardio,2021-11-04,6,Actual
Player 12,Cardio,2021-11-05,8,Actual
Player 12,Cardio,2021-11-08,8,Carried Over
Player 12,Cardio,2021-11-09,8,Carried Over
Player 12,Cardio,2021-11-10,8,Carried Over
Player 12,Cardio,2021-11-11,9,Actual
Player 12,Cardio,2021-11-12,9,Carried Over
Player 12,Cardio,2021-11-15,9,Carried Over
Player 12,Cardio,2021-11-16,9,Carried Over
Player 12,Cardio,2021-11-17,9,Actual
Player 12,Cardio,2021-11-18,3,Actual
Player 12,Cardio,2021-11-19,3,Carried Over
Player 12,Cardio,2021-11-22,3,Carried Over
Player 12,Cardio,2021-11-23,3,Carried Over
Player 12,Cardio,2021-11-24,5,Actual
Player 12,Cardio,2021-11-25,5,Carried Over
Player 12,Cardio,2021-11-26,5,Carried Over
Player 12,Cardio,2021-11-29,5,Carried Over
Player 12,Cardio,2021-11-30,5,Carried Over
Player 12,Cardio,2021-12-01,5,Carried Over
Player 12,Cardio,2021-12-02,9,Actual
Player 12,Cardio,2021-12-03,9,Carried Over
Player 12,Cardio,2021-12-06,9,Carried Over
Player 12,Cardio,2021-12-07,9,Carried Over
Player 12,Cardio,2021-12-08,9,Carried Over
Player 12,Cardio,2021-12-09,9,Carried Over
Player 12,Cardio,2021-12-10,9,Carried Over
Player 12,Cardio,2021-12-13,9,Carried Over
Player 12,Cardio,2021-12-14,9,Carried Over
Player 12,Cardio,2021-12-15,9,Carried Over
Player 12,Cardio,2021-12-16,9,Carried Over
Player 12,Cardio,2021-12-17,5,Actual
Player 12,Cardio,2021-12-20,5,Carried Over
Player 12,Cardio,2021-12-21,5,Carried Over
Player 12,Cardio,2021-12-22,4,Actual
Player 12,Cardio,2021-12-23,7,Actual
Player 12,Cardio,2021-12-24,7,Carried Over
Player 12,Cardio,2021-12-27,7,Carried Over
Player 12,Cardio,2021-12-28,7,Carried Over
Player 12,Cardio,2021-12-29,8,Actual
Player 12,Cardio,2021-12-30,10,Actual
Player 12,Cardio,2021-12-31,10,Carried Over
Player 12,Cardio,2022-01-03,8,Actual
Player 12,Cardio,2022-01-04,8,Carried Over
Player 12,Cardio,2022-01-05,8,Carried Over
Player 12,Cardio,2022-01-06,10,Actual
Player 12,Cardio,2022-01-07,3,Actual
Player 12,Cardio,2022-01-10,3,Carried Over
Player 12,Cardio,2022-01-11,3,Carried Over
Player 12,Cardio,2022-01-12,3,Carried Over
Player 12,Cardio,2022-01-13,3,Carried Over
Player 12,Cardio,2022-01-14,5,Actual
Player 12,Cardio,2022-01-17,5,Carried Over
Player 12,Cardio,2022-01-18,9,Actual
Player 12,Cardio,2022-01-19,9,Carried Over
Player 12,Cardio,2022-01-20,9,Carried Over
Player 12,Cardio,2022-01-21,9,Carried Over
Player 12,Cardio,2022-01-24,7,Actual
Player 12,Cardio,2022-01-25,7,Carried Over
Player 12,Cardio,2022-01-26,7,Carried Over
Player 12,Cardio,2022-01-27,7,Carried Over
Player 12,Cardio,2022-01-28,10,Actual
Player 12,Cardio,2022-01-31,10,Actual
Player 12,Cardio,2022-02-01,7,Actual
Player 12,Cardio,2022-02-02,9,Actual
Player 12,Cardio,2022-02-03,4,Actual
Player 12,Cardio,2022-02-04,4,Carried Over
Player 12,Cardio,2022-02-07,4,Carried Over
Player 12,Cardio,2022-02-08,3,Actual
Player 12,Cardio,2022-02-09,6,Actual
Player 12,Cardio,2022-02-10,6,Carried Over
Player 12,Cardio,2022-02-11,10,Actual
Player 12,Cardio,2022-02-14,4,Actual
Player 12,Cardio,2022-02-15,9,Actual
Player 12,Cardio,2022-02-16,9,Actual
Player 12,Cardio,2022-02-17,6,Actual
Player 12,Cardio,2022-02-18,8,Actual
Player 12,Cardio,2022-02-21,10,Actual
Player 12,Cardio,2022-02-22,6,Actual
Player 12,Cardio,2022-02-23,10,Actual
Player 12,Cardio,2022-02-24,4,Actual
Player 12,Cardio,2022-02-25,4,Actual
Player 12,Cardio,2022-02-28,4,Carried Over
Player 12,Cardio,2022-03-01,4,Actual
Player 12,Cardio,2022-03-02,4,Carried Over
Player 12,Cardio,2022-03-03,4,Carried Over
Player 12,Cardio,2022-03-04,3,Actual
Player 12,Cardio,2022-03-07,3,Actual
Player 12,Cardio,2022-03-08,7,Actual
Player 12,Cardio,2022-03-09,7,Actual
Player 12,Cardio,2022-03-10,10,Actual
Player 12,Cardio,2022-03-11,6,Actual
Player 12,Cardio,2022-03-14,6,Carried Over
Player 12,Cardio,2022-03-15,6,Carried Over
Player 12,Cardio,2022-03-16,8,Actual
Player 12,Cardio,2022-03-17,8,Carried Over
Player 12,Cardio,2022-03-18,8,Actual
Player 12,Cardio,2022-03-21,8,Carried Over
Player 12,Cardio,2022-03-22,4,Actual
Player 12,Cardio,2022-03-23,3,Actual
Player 12,Cardio,2022-03-24,3,Actual
Player 12,Cardio,2022-03-25,9,Actual
Player 12,Cardio,2022-03-28,10,Actual
Player 12,Cardio,2022-03-29,10,Carried Over
Player 12,Cardio,2022-03-30,6,Actual
Player 12,Cardio,2022-03-31,6,Carried Over
Player 12,Cardio,2022-04-01,4,Actual
Player 12,Cardio,2022-04-04,9,Actual
Player 12,Cardio,2022-04-05,6,Actual
Player 12,Cardio,2022-04-06,8,Actual
Player 12,Cardio,2022-04-07,10,Actual
Player 12,Cardio,2022-04-08,7,Actual
Player 12,Cardio,2022-04-11,7,Carried Over
Player 12,Cardio,2022-04-12,9,Actual
Player 12,Cardio,2022-04-13,9,Carried Over
Player 12,Cardio,2022-04-14,10,Actual
Player 12,Cardio,2022-04-15,10,Carried Over
Player 12,Cardio,2022-04-18,9,Actual
Player 12,Cardio,2022-04-19,3,Actual
Player 12,Cardio,2022-04-20,3,Carried Over
Player 12,Cardio,2022-04-21,3,Carried Over
Player 12,Cardio,2022-04-22,9,Actual
Player 12,Cardio,2022-04-25,5,Actual
Player 12,Cardio,2022-04-26,5,Carried Over
Player 12,Cardio,2022-04-27,10,Actual
Player 12,Cardio,2022-04-28,8,Actual
Player 12,Cardio,2022-04-29,3,Actual
Player 12,Cardio,2022-05-02,4,Actual
Player 12,Cardio,2022-05-03,9,Actual
Player 12,Cardio,2022-05-04,9,Carried Over
Player 12,Cardio,2022-05-05,7,Actual
Player 12,Cardio,2022-05-06,4,Actual
Player 12,Cardio,2022-05-09,4,Carried Over
Player 12,Cardio,2022-05-10,4,Carried Over
Player 12,Cardio,2022-05-11,7,Actual
Player 12,Cardio,2022-05-12,8,Actual
Player 12,Cardio,2022-05-13,4,Actual
Player 12,Cardio,2022-05-16,4,Carried Over
Player 12,Cardio,2022-05-17,4,Carried Over
Player 12,Cardio,2022-05-18,5,Actual
Player 12,Cardio,2022-05-19,6,Actual
Player 12,Cardio,2022-05-20,6,Carried Over
Player 12,Cardio,2022-05-23,4,Actual
Player 12,Cardio,2022-05-24,7,Actual
Player 12,Cardio,2022-05-25,7,Carried Over
Player 12,Cardio,2022-05-26,7,Carried Over
Player 12,Cardio,2022-05-27,3,Actual
Player 12,Cardio,2022-05-30,8,Actual
Player 12,Cardio,2022-05-31,10,Actual
Player 12,Cardio,2022-06-01,5,Actual
Player 12,Cardio,2022-06-02,8,Actual
Player 12,Cardio,2022-06-03,8,Carried Over
Player 12,Cardio,2022-06-06,8,Carried Over
Player 12,Cardio,2022-06-07,6,Actual
Player 12,Cardio,2022-06-08,7,Actual
Player 12,Cardio,2022-06-09,3,Actual
Player 12,Cardio,2022-06-10,10,Actual
Player 12,Cardio,2022-06-13,10,Actual
Player 12,Cardio,2022-06-14,5,Actual
Player 12,Cardio,2022-06-15,10,Actual
Player 12,Cardio,2022-06-16,10,Carried Over
Player 12,Cardio,2022-06-17,10,Carried Over
Player 12,Cardio,2022-06-20,5,Actual
Player 12,Cardio,2022-06-21,4,Actual
Player 12,Cardio,2022-06-22,4,Carried Over
Player 12,Cardio,2022-06-23,4,Carried Over
Player 12,Cardio,2022-06-24,4,Carried Over
Player 12,Cardio,2022-06-27,4,Carried Over
Player 12,Cardio,2022-06-28,4,Carried Over
Player 12,Cardio,2022-06-29,4,Carried Over
Player 12,Cardio,2022-06-30,4,Actual
Player 12,Cardio,2022-07-01,4,Actual
Player 12,Cardio,2022-07-04,4,Carried Over
Player 12,Cardio,2022-07-05,4,Carried Over
Player 12,Cardio,2022-07-06,3,Actual
Player 12,Cardio,2022-07-07,8,Actual
Player 12,Cardio,2022-07-08,5,Actual
Player 12,Cardio,2022-07-11,3,Actual
Player 12,Cardio,2022-07-12,4,Actual
Player 12,Cardio,2022-07-13,9,Actual
Player 12,Cardio,2022-07-14,6,Actual
Player 12,Cardio,2022-07-15,8,Actual
Player 12,Cardio,2022-07-18,4,Actual
Player 12,Cardio,2022-07-19,5,Actual
Player 12,Cardio,2022-07-20,5,Actual
Player 12,Cardio,2022-07-21,5,Actual
Player 12,Cardio,2022-07-22,10,Actual
Player 12,Cardio,2022-07-25,3,Actual
Player 12,Cardio,2022-07-26,8,Actual
Player 12,Cardio,2022-07-27,9,Actual
Player 12,Cardio,2022-07-28,9,Carried Over
Player 12,Cardio,2022-07-29,9,Carried Over
Player 12,Strength Building,2021-08-02,3,Actual
Player 12,Strength Building,2021-08-03,3,Carried Over
Player 12,Strength Building,2021-08-04,3,Carried Over
Player 12,Strength Building,2021-08-05,3,Carried Over
Player 12,Strength Building,2021-08-06,3,Carried Over
Player 12,Strength Building,2021-08-09,9,Actual
Player 12,Strength Building,2021-08-10,9,Actual
Player 12,Strength Building,2021-08-11,7,Actual
Player 12,Strength Building,2021-08-12,7,Carried Over
Player 12,Strength Building,2021-08-13,6,Actual
Player 12,Strength Building,2021-08-16,6,Carried Over
Player 12,Strength Building,2021-08-17,7,Actual
Player 12,Strength Building,2021-08-18,7,Carried Over
Player 12,Strength Building,2021-08-19,6,Actual
Player 12,Strength Building,2021-08-20,4,Actual
Player 12,Strength Building,2021-08-23,4,Carried Over
Player 12,Strength Building,2021-08-24,4,Carried Over
Player 12,Strength Building,2021-08-25,4,Carried Over
Player 12,Strength Building,2021-08-26,4,Carried Over
Player 12,Strength Building,2021-08-27,3,Actual
Player 12,Strength Building,2021-08-30,3,Carried Over
Player 12,Strength Building,2021-08-31,5,Actual
Player 12,Strength Building,2021-09-01,8,Actual
Player 12,Strength Building,2021-09-02,8,Carried Over
Player 12,Strength Building,2021-09-03,8,Actual
Player 12,Strength Building,2021-09-06,8,Carried Over
Player 12,Strength Building,2021-09-07,8,Carried Over
Player 12,Strength Building,2021-09-08,8,Carried Over
Player 12,Strength Building,2021-09-09,8,Carried Over
Player 12,Strength Building,2021-09-10,4,Actual
Player 12,Strength Building,2021-09-13,4,Actual
Player 12,Strength Building,2021-09-14,4,Carried Over
Player 12,Strength Building,2021-09-15,9,Actual
Player 12,Strength Building,2021-09-16,9,Carried Over
Player 12,Strength Building,2021-09-17,9,Carried Over
Player 12,Strength Building,2021-09-20,4,Actual
Player 12,Strength Building,2021-09-21,6,Actual
Player 12,Strength Building,2021-09-22,6,Carried Over
Player 12,Strength Building,2021-09-23,9,Actual
Player 12,Strength Building,2021-09-24,9,Actual
Player 12,Strength Building,2021-09-27,9,Carried Over
Player 12,Strength Building,2021-09-28,9,Carried Over
Player 12,Strength Building,2021-09-29,9,Carried Over
Player 12,Strength Building,2021-09-30,9,Carried Over
Player 12,Strength Building,2021-10-01,9,Carried Over
Player 12,Strength Building,2021-10-04,9,Carried Over
Player 12,Strength Building,2021-10-05,9,Carried Over
Player 12,Strength Building,2021-10-06,3,Actual
Player 12,Strength Building,2021-10-07,3,Carried Over
Player 12,Strength Building,2021-10-08,3,Carried Over
Player 12,Strength Building,2021-10-11,3,Carried Over
Player 12,Strength Building,2021-10-12,3,Carried Over
Player 12,Strength Building,2021-10-13,7,Actual
Player 12,Strength Building,2021-10-14,7,Carried Over
Player 12,Strength Building,2021-10-15,7,Carried Over
Player 12,Strength Building,2021-10-18,7,Carried Over
Player 12,Strength Building,2021-10-19,7,Carried Over
Player 12,Strength Building,2021-10-20,10,Actual
Player 12,Strength Building,2021-10-21,5,Actual
Player 12,Strength Building,2021-10-22,5,Carried Over
Player 12,Strength Building,2021-10-25,5,Carried Over
Player 12,Strength Building,2021-10-26,5,Carried Over
Player 12,Strength Building,2021-10-27,5,Carried Over
Player 12,Strength Building,2021-10-28,5,Carried Over
Player 12,Strength Building,2021-10-29,5,Carried Over
Player 12,Strength Building,2021-11-01,5,Carried Over
Player 12,Strength Building,2021-11-02,5,Carried Over
Player 12,Strength Building,2021-11-03,5,Carried Over
Player 12,Strength Building,2021-11-04,5,Carried Over
Player 12,Strength Building,2021-11-05,5,Carried Over
Player 12,Strength Building,2021-11-08,5,Carried Over
Player 12,Strength Building,2021-11-09,5,Carried Over
Player 12,Strength Building,2021-11-10,6,Actual
Player 12,Strength Building,2021-11-11,8,Actual
Player 12,Strength Building,2021-11-12,8,Carried Over
Player 12,Strength Building,2021-11-15,8,Carried Over
Player 12,Strength Building,2021-11-16,8,Carried Over
Player 12,Strength Building,2021-11-17,5,Actual
Player 12,Strength Building,2021-11-18,6,Actual
Player 12,Strength Building,2021-11-19,5,Actual
Player 12,Strength Building,2021-11-22,5,Carried Over
Player 12,Strength Building,2021-11-23,5,Carried Over
Player 12,Strength Building,2021-11-24,5,Carried Over
Player 12,Strength Building,2021-11-25,5,Carried Over
Player 12,Strength Building,2021-11-26,5,Carried Over
Player 12,Strength Building,2021-11-29,5,Carried Over
Player 12,Strength Building,2021-11-30,5,Carried Over
Player 12,Strength Building,2021-12-01,5,Carried Over
Player 12,Strength Building,2021-12-02,5,Carried Over
Player 12,Strength Building,2021-12-03,5,Carried Over
Player 12,Strength Building,2021-12-06,5,Carried Over
Player 12,Strength Building,2021-12-07,5,Carried Over
Player 12,Strength Building,2021-12-08,5,Carried Over
Player 12,Strength Building,2021-12-09,5,Carried Over
Player 12,Strength Building,2021-12-10,6,Actual
Player 12,Strength Building,2021-12-13,6,Carried Over
Player 12,Strength Building,2021-12-14,6,Carried Over
Player 12,Strength Building,2021-12-15,3,Actual
Player 12,Strength Building,2021-12-16,3,Carried Over
Player 12,Strength Building,2021-12-17,3,Carried Over
Player 12,Strength Building,2021-12-20,3,Carried Over
Player 12,Strength Building,2021-12-21,3,Carried Over
Player 12,Strength Building,2021-12-22,3,Carried Over
Player 12,Strength Building,2021-12-23,3,Carried Over
Player 12,Strength Building,2021-12-24,7,Actual
Player 12,Strength Building,2021-12-27,7,Carried Over
Player 12,Strength Building,2021-12-28,7,Carried Over
Player 12,Strength Building,2021-12-29,8,Actual
Player 12,Strength Building,2021-12-30,8,Carried Over
Player 12,Strength Building,2021-12-31,8,Carried Over
Player 12,Strength Building,2022-01-03,3,Actual
Player 12,Strength Building,2022-01-04,6,Actual
Player 12,Strength Building,2022-01-05,7,Actual
Player 12,Strength Building,2022-01-06,7,Carried Over
Player 12,Strength Building,2022-01-07,7,Carried Over
Player 12,Strength Building,2022-01-10,9,Actual
Player 12,Strength Building,2022-01-11,9,Actual
Player 12,Strength Building,2022-01-12,7,Actual
Player 12,Strength Building,2022-01-13,7,Actual
Player 12,Strength Building,2022-01-14,6,Actual
Player 12,Strength Building,2022-01-17,6,Carried Over
Player 12,Strength Building,2022-01-18,7,Actual
Player 12,Strength Building,2022-01-19,8,Actual
Player 12,Strength Building,2022-01-20,6,Actual
Player 12,Strength Building,2022-01-21,4,Actual
Player 12,Strength Building,2022-01-24,8,Actual
Player 12,Strength Building,2022-01-25,8,Carried Over
Player 12,Strength Building,2022-01-26,8,Carried Over
Player 12,Strength Building,2022-01-27,6,Actual
Player 12,Strength Building,2022-01-28,3,Actual
Player 12,Strength Building,2022-01-31,8,Actual
Player 12,Strength Building,2022-02-01,5,Actual
Player 12,Strength Building,2022-02-02,8,Actual
Player 12,Strength Building,2022-02-03,8,Actual
Player 12,Strength Building,2022-02-04,8,Actual
Player 12,Strength Building,2022-02-07,3,Actual
Player 12,Strength Building,2022-02-08,3,Carried Over
Player 12,Strength Building,2022-02-09,3,Carried Over
Player 12,Strength Building,2022-02-10,3,Carried Over
Player 12,Strength Building,2022-02-11,4,Actual
Player 12,Strength Building,2022-02-14,4,Actual
Player 12,Strength Building,2022-02-15,5,Actual
Player 12,Strength Building,2022-02-16,9,Actual
Player 12,Strength Building,2022-02-17,9,Carried Over
Player 12,Strength Building,2022-02-18,9,Carried Over
Player 12,Strength Building,2022-02-21,4,Actual
Player 12,Strength Building,2022-02-22,6,Actual
Player 12,Strength Building,2022-02-23,5,Actual
Player 12,Strength Building,2022-02-24,9,Actual
Player 12,Strength Building,2022-02-25,9,Actual
Player 12,Strength Building,2022-02-28,9,Carried Over
Player 12,Strength Building,2022-03-01,9,Carried Over
Player 12,Strength Building,2022-03-02,9,Carried Over
Player 12,Strength Building,2022-03-03,9,Carried Over
Player 12,Strength Building,2022-03-04,9,Carried Over
Player 12,Strength Building,2022-03-07,3,Actual
Player 12,Strength Building,2022-03-08,6,Actual
Player 12,Strength Building,2022-03-09,5,Actual
Player 12,Strength Building,2022-03-10,4,Actual
Player 12,Strength Building,2022-03-11,4,Carried Over
Player 12,Strength Building,2022-03-14,7,Actual
Player 12,Strength Building,2022-03-15,8,Actual
Player 12,Strength Building,2022-03-16,8,Carried Over
Player 12,Strength Building,2022-03-17,9,Actual
Player 12,Strength Building,2022-03-18,9,Carried Over
Player 12,Strength Building,2022-03-21,10,Actual
Player 12,Strength Building,2022-03-22,5,Actual
Player 12,Strength Building,2022-03-23,8,Actual
Player 12,Strength Building,2022-03-24,3,Actual
Player 12,Strength Building,2022-03-25,7,Actual
Player 12,Strength Building,2022-03-28,7,Carried Over
Player 12,Strength Building,2022-03-29,7,Actual
Player 12,Strength Building,2022-03-30,6,Actual
Player 12,Strength Building,2022-03-31,8,Actual
Player 12,Strength Building,2022-04-01,4,Actual
Player 12,Strength Building,2022-04-04,6,Actual
Player 12,Strength Building,2022-04-05,6,Carried Over
Player 12,Strength Building,2022-04-06,6,Carried Over
Player 12,Strength Building,2022-04-07,6,Actual
Player 12,Strength Building,2022-04-08,7,Actual
Player 12,Strength Building,2022-04-11,6,Actual
Player 12,Strength Building,2022-04-12,8,Actual
Player 12,Strength Building,2022-04-13,3,Actual
Player 12,Strength Building,2022-04-14,5,Actual
Player 12,Strength Building,2022-04-15,6,Actual
Player 12,Strength Building,2022-04-18,5,Actual
Player 12,Strength Building,2022-04-19,6,Actual
Player 12,Strength Building,2022-04-20,5,Actual
Player 12,Strength Building,2022-04-21,10,Actual
Player 12,Strength Building,2022-04-22,5,Actual
Player 12,Strength Building,2022-04-25,8,Actual
Player 12,Strength Building,2022-04-26,8,Carried Over
Player 12,Strength Building,2022-04-27,8,Actual
Player 12,Strength Building,2022-04-28,5,Actual
Player 12,Strength Building,2022-04-29,8,Actual
Player 12,Strength Building,2022-05-02,8,Carried Over
Player 12,Strength Building,2022-05-03,8,Carried Over
Player 12,Strength Building,2022-05-04,7,Actual
Player 12,Strength Building,2022-05-05,5,Actual
Player 12,Strength Building,2022-05-06,4,Actual
Player 12,Strength Building,2022-05-09,4,Carried Over
Player 12,Strength Building,2022-05-10,10,Actual
Player 12,Strength Building,2022-05-11,6,Actual
Player 12,Strength Building,2022-05-12,6,Carried Over
Player 12,Strength Building,2022-05-13,6,Actual
Player 12,Strength Building,2022-05-16,3,Actual
Player 12,Strength Building,2022-05-17,3,Actual
Player 12,Strength Building,2022-05-18,3,Carried Over
Player 12,Strength Building,2022-05-19,6,Actual
Player 12,Strength Building,2022-05-20,6,Carried Over
Player 12,Strength Building,2022-05-23,4,Actual
Player 12,Strength Building,2022-05-24,9,Actual
Player 12,Strength Building,2022-05-25,7,Actual
Player 12,Strength Building,2022-05-26,8,Actual
Player 12,Strength Building,2022-05-27,3,Actual
Player 12,Strength Building,2022-05-30,8,Actual
Player 12,Strength Building,2022-05-31,9,Actual
Player 12,Strength Building,2022-06-01,9,Carried Over
Player 12,Strength Building,2022-06-02,9,Carried Over
Player 12,Strength Building,2022-06-03,3,Actual
Player 12,Strength Building,2022-06-06,4,Actual
Player 12,Strength Building,2022-06-07,4,Actual
Player 12,Strength Building,2022-06-08,8,Actual
Player 12,Strength Building,2022-06-09,8,Carried Over
Player 12,Strength Building,2022-06-10,7,Actual
Player 12,Strength Building,2022-06-13,7,Carried Over
Player 12,Strength Building,2022-06-14,7,Carried Over
Player 12,Strength Building,2022-06-15,9,Actual
Player 12,Strength Building,2022-06-16,7,Actual
Player 12,Strength Building,2022-06-17,7,Carried Over
Player 12,Strength Building,2022-06-20,7,Carried Over
Player 12,Strength Building,2022-06-21,10,Actual
Player 12,Strength Building,2022-06-22,10,Carried Over
Player 12,Strength Building,2022-06-23,10,Carried Over
Player 12,Strength Building,2022-06-24,10,Carried Over
Player 12,Strength Building,2022-06-27,10,Carried Over
Player 12,Strength Building,2022-06-28,10,Carried Over
Player 12,Strength Building,2022-06-29,10,Carried Over
Player 12,Strength Building,2022-06-30,10,Carried Over
Player 12,Strength Building,2022-07-01,10,Carried Over
Player 12,Strength Building,2022-07-04,5,Actual
Player 12,Strength Building,2022-07-05,5,Carried Over
Player 12,Strength Building,2022-07-06,5,Carried Over
Player 12,Strength Building,2022-07-07,5,Carried Over
Player 12,Strength Building,2022-07-08,7,Actual
Player 12,Strength Building,2022-07-11,9,Actual
Player 12,Strength Building,2022-07-12,9,Carried Over
Player 12,Strength Building,2022-07-13,9,Carried Over
Player 12,Strength Building,2022-07-14,10,Actual
Player 12,Strength Building,2022-07-15,10,Carried Over
Player 12,Strength Building,2022-07-18,3,Actual
Player 12,Strength Building,2022-07-19,7,Actual
Player 12,Strength Building,2022-07-20,7,Carried Over
Player 12,Strength Building,2022-07-21,9,Actual
Player 12,Strength Building,2022-07-22,9,Actual
Player 12,Strength Building,2022-07-25,9,Carried Over
Player 12,Strength Building,2022-07-26,6,Actual
Player 12,Strength Building,2022-07-27,9,Actual
Player 12,Strength Building,2022-07-28,8,Actual
Player 12,Strength Building,2022-07-29,3,Actual
Player 13,Agility,2021-08-02,7,Actual
Player 13,Agility,2021-08-03,7,Carried Over
Player 13,Agility,2021-08-04,7,Carried Over
Player 13,Agility,2021-08-05,9,Actual
Player 13,Agility,2021-08-06,9,Carried Over
Player 13,Agility,2021-08-09,9,Carried Over
Player 13,Agility,2021-08-10,9,Carried Over
Player 13,Agility,2021-08-11,9,Carried Over
Player 13,Agility,2021-08-12,9,Carried Over
Player 13,Agility,2021-08-13,9,Carried Over
Player 13,Agility,2021-08-16,9,Carried Over
Player 13,Agility,2021-08-17,7,Actual
Player 13,Agility,2021-08-18,7,Carried Over
Player 13,Agility,2021-08-19,7,Carried Over
Player 13,Agility,2021-08-20,7,Carried Over
Player 13,Agility,2021-08-23,7,Carried Over
Player 13,Agility,2021-08-24,3,Actual
Player 13,Agility,2021-08-25,3,Carried Over
Player 13,Agility,2021-08-26,3,Carried Over
Player 13,Agility,2021-08-27,6,Actual
Player 13,Agility,2021-08-30,6,Carried Over
Player 13,Agility,2021-08-31,5,Actual
Player 13,Agility,2021-09-01,5,Carried Over
Player 13,Agility,2021-09-02,5,Carried Over
Player 13,Agility,2021-09-03,5,Carried Over
Player 13,Agility,2021-09-06,5,Carried Over
Player 13,Agility,2021-09-07,9,Actual
Player 13,Agility,2021-09-08,5,Actual
Player 13,Agility,2021-09-09,5,Carried Over
Player 13,Agility,2021-09-10,5,Carried Over
Player 13,Agility,2021-09-13,5,Carried Over
Player 13,Agility,2021-09-14,5,Carried Over
Player 13,Agility,2021-09-15,3,Actual
Player 13,Agility,2021-09-16,3,Carried Over
Player 13,Agility,2021-09-17,3,Carried Over
Player 13,Agility,2021-09-20,3,Carried Over
Player 13,Agility,2021-09-21,3,Carried Over
Player 13,Agility,2021-09-22,8,Actual
Player 13,Agility,2021-09-23,10,Actual
Player 13,Agility,2021-09-24,10,Carried Over
Player 13,Agility,2021-09-27,6,Actual
Player 13,Agility,2021-09-28,6,Carried Over
Player 13,Agility,2021-09-29,6,Carried Over
Player 13,Agility,2021-09-30,6,Carried Over
Player 13,Agility,2021-10-01,6,Carried Over
Player 13,Agility,2021-10-04,6,Carried Over
Player 13,Agility,2021-10-05,6,Carried Over
Player 13,Agility,2021-10-06,10,Actual
Player 13,Agility,2021-10-07,10,Carried Over
Player 13,Agility,2021-10-08,7,Actual
Player 13,Agility,2021-10-11,7,Carried Over
Player 13,Agility,2021-10-12,7,Carried Over
Player 13,Agility,2021-10-13,7,Carried Over
Player 13,Agility,2021-10-14,7,Carried Over
Player 13,Agility,2021-10-15,7,Carried Over
Player 13,Agility,2021-10-18,7,Carried Over
Player 13,Agility,2021-10-19,7,Carried Over
Player 13,Agility,2021-10-20,6,Actual
Player 13,Agility,2021-10-21,6,Carried Over
Player 13,Agility,2021-10-22,5,Actual
Player 13,Agility,2021-10-25,5,Carried Over
Player 13,Agility,2021-10-26,5,Carried Over
Player 13,Agility,2021-10-27,4,Actual
Player 13,Agility,2021-10-28,4,Carried Over
Player 13,Agility,2021-10-29,4,Carried Over
Player 13,Agility,2021-11-01,4,Carried Over
Player 13,Agility,2021-11-02,4,Carried Over
Player 13,Agility,2021-11-03,8,Actual
Player 13,Agility,2021-11-04,8,Carried Over
Player 13,Agility,2021-11-05,6,Actual
Player 13,Agility,2021-11-08,6,Carried Over
Player 13,Agility,2021-11-09,6,Carried Over
Player 13,Agility,2021-11-10,6,Carried Over
Player 13,Agility,2021-11-11,5,Actual
Player 13,Agility,2021-11-12,5,Carried Over
Player 13,Agility,2021-11-15,5,Carried Over
Player 13,Agility,2021-11-16,5,Carried Over
Player 13,Agility,2021-11-17,5,Actual
Player 13,Agility,2021-11-18,5,Carried Over
Player 13,Agility,2021-11-19,5,Carried Over
Player 13,Agility,2021-11-22,5,Carried Over
Player 13,Agility,2021-11-23,5,Carried Over
Player 13,Agility,2021-11-24,5,Carried Over
Player 13,Agility,2021-11-25,5,Actual
Player 13,Agility,2021-11-26,5,Carried Over
Player 13,Agility,2021-11-29,5,Carried Over
Player 13,Agility,2021-11-30,5,Carried Over
Player 13,Agility,2021-12-01,5,Carried Over
Player 13,Agility,2021-12-02,5,Carried Over
Player 13,Agility,2021-12-03,5,Carried Over
Player 13,Agility,2021-12-06,5,Carried Over
Player 13,Agility,2021-12-07,5,Carried Over
Player 13,Agility,2021-12-08,5,Carried Over
Player 13,Agility,2021-12-09,5,Actual
Player 13,Agility,2021-12-10,5,Carried Over
Player 13,Agility,2021-12-13,5,Carried Over
Player 13,Agility,2021-12-14,5,Carried Over
